Product,Country,Quantity,Revenue
A. Datum Consumer Digital Camera M300 Green,Germany,1049,181950.21
Contoso USB Cable M250 White,Germany,17609,398376
Contoso ADSL Modem Splitter/Filter X 2 E200 Grey,Germany,344,6842.52
Fabrikam Budget Moviemaker 1'' 25mm E400 Grey,Germany,1349,522056.2
Proseware All-In-One Photo Printer M200 White,Germany,1390,169657.28
Contoso ADSL Modem Splitter/Filter X 3 E300 White,Germany,442,21792.684
Litware USB Durable Desk Soft Fan E1401 Black,Germany,1495,41146.8
Contoso Genuine Leather Grip Belt E322 Grey,Germany,1440,103590.9974
"Fabrikam Business Videographer 1"" 25mm M600 Blue",Germany,1107,902513.4
Contoso Water Heater 1.5GPM E0800 Green,Germany,1332,307645.55
Contoso Air conditioner 7000BTU E0260 Grey,Germany,1312,359856.0044
The Phone Company Smart phones 8 GB of Memory M400 Black,Germany,915,221058.82
MGS Hand Games men M300 Red,Germany,1155,7018.843
Contoso Air conditioner 25000BTU L1672 Red,Germany,1057,604101.4614
Contoso In-Line Coupler E180 Silver,Germany,27700,83741.96
SV Car Video TFT6.2W E6281 Brown,Germany,1379,325930.78
Contoso Bluetooth Notebook Mouse E70 Grey,Germany,1420,63176
"Proseware Color Ink Jet Fax, Copier, Phone M250 Green",Germany,1126,163248.48
SV Car Video LCD9.2W X9280 Black,Germany,185,172327.5
Contoso Digital Camera/Camcorder USB Cable E324 Purple,Germany,1249,31819.2
Proseware Wall Lamp E0315 Black,Germany,1435,131860.8312
The Phone Company PDA Wifi 3.5-inch M200 Silver,Germany,437,107693.6
MGS Freelancer E113,Germany,1726,44132.48
Contoso Screen 100in E010 Silver,Germany,1439,249648.6
Contoso Water Heater 7.2GPM X1800 Silver,Germany,1054,1410247.5
Contoso Washer & Dryer 27in L270 Blue,Germany,82,194524.2
Proseware Floor Lamp M0215 White,Germany,591,181290.42
Litware 17'' Oscillating Pedestal Fan M125 Blue,Germany,330,62554.8
Proseware Laser Fax Printer M250 Green,Germany,1323,143561.16
MGS Zoo Tycoon 2: Zookeeper Collection 2008 E134,Germany,1024,40557.6
Litware Wall Lamp E2015 White,Germany,1235,134307.2068
WWI Desktop PC2.33 X2330 Black,Germany,191,161468.3
Contoso DVD 60 DVD Storage Binder L20 Red,Germany,1377,28303.9428
SV 22xDVD X680 Silver,Germany,228,35719.84
WWI Floor Lamp M215 White,Germany,792,239835.72
Adventure Works Desktop PC2.33 XD233 Brown,Germany,194,168237.78
Contoso Home/Office Laptop Power Adapter E300 Black,Germany,1050,24129.12
Contoso Digital camera accessory kit M200 White,Germany,1185,25859.322
Contoso Air conditioner 8000BTU M0320 Grey,Germany,877,321391.965
The Phone Company Smart phones Expert M400 Black,Germany,1477,407490
Contoso Wireless Notebook Optical Mouse M35 White,Germany,427,11445.093
Contoso Conversion Lens M550 Blue,Germany,149,26916.5
Contoso Water Heater 7.2GPM X1800 Green,Germany,825,1112061.5
MGS MechWarrior 4 Mach Paks2009 E161,Germany,1984,56483.84
Contoso Wireless Laser Mouse M55 Black,Germany,581,35822.2818
Contoso Wireless Laser Mouse E50 Silver,Germany,937,17896.9056
MGS Rise of Nations: Rise of Legends 2008 E137,Germany,1020,39542.8
MGS Hand Games men M300 Yellow,Germany,1500,9426.898
Fabrikam Refrigerator 4.6CuFt E2800 Orange,Germany,1089,292508.2494
WWI Wireless Bluetooth Stereo Headphones M270 Pink,Germany,420,41620.8
SV Hand Games for students E40 Red,Germany,5045,31726.212
The Phone Company PDA Wifi 3.5-inch M200 Black,Germany,1245,315879.2
Adventure Works LCD22 M200 White,Germany,666,372984.64
The Phone Company Touch Screen Phones - LCD M12 Grey,Germany,1617,301780
MGS MechWarrior 4: Mercenaries E117,Germany,1908,48997.2
Fabrikam Refrigerator 1.7CuFt E1200 Brown,Germany,1241,145568.0016
Fabrikam Microwave 1.0CuFt E1100 White,Germany,1208,155551.2884
Adventure Works Coffee Maker Auto 5C E090 White,Germany,1116,163397.72
A. Datum Point Shoot Digital Camera M500 Silver,Germany,739,136402.2
SV Hand Games for kids E30 Silver,Germany,4265,20919.129
SV DVD 14-Inch Player Portable L100 White,Germany,1242,303522.7256
Fabrikam Budget Moviemaker 2/3'' 17mm E100 White,Germany,1413,535517.4
The Phone Company Touch Screen Phones 5-Wire/On-wall M508 Gold,Germany,1066,251931.84
Adventure Works Laptop8.9 E0890 White,Germany,1885,555895.2
The Phone Company PDA Phone Unlocked 3.5 inches M530 Silver,Germany,1298,314674.88
"Adventure Works 20"" CRT TV E15 White",Germany,1332,206150.2728
The Phone Company Smart phones Unlocked M300 Black,Germany,1189,298084.14
A. Datum All in One Digital Camera M200 Silver,Germany,1090,184142.24
Litware Refrigerator 1.7CuFt E120 Blue,Germany,1076,127644.9804
Fabrikam Coffee Maker Auto 10C M100 Black,Germany,782,530876.3236
Contoso Microwave 0.9CuFt E0090 Grey,Germany,1126,101041.8948
Contoso Expandable 2-Handset Cordless Phone System M205 Grey,Germany,281,10074.0254
Litware 17'' Oscillating Pedestal Fan M125 White,Germany,304,58976.4
Adventure Works Coffee Maker Auto 5C E090 Silver,Germany,1252,187652.12
Contoso Microwave 1.0CuFt E0110 Red,Germany,1132,142851.3956
A. Datum Full Frame Digital Camera X300 Silver Grey,Germany,1097,229258.26
SV USB Data Cable E600 Black,Germany,1351,1157.86
Contoso Coffee Maker Super-Auto 12C X1250 Grey,Germany,635,933537
MGS Bicycle Card Games X600,Germany,1360,133873.8
Contoso Coffee Maker Auto 5C E0900 Black,Germany,1046,150582.66
Contoso Laptop Keyboard X105 Black,Germany,838,179843.392
Contoso Hybrid system M60 Black,Germany,1266,33463.7368
SV Car Video AM/FM E1001 Brown,Germany,1331,266347.8
The Phone Company PDA Phone 3.5 inches M320 Black,Germany,1247,334945.78
MGS Age of Mythology: Gold Edition M310,Germany,1771,128846.676
Litware Floor Lamp M2015 White,Germany,712,218343.12
Litware Home Theater System 5.1 Channel M513 Silver,Germany,1203,748185.1
Contoso 16GB Mp5 Player M1600 Green,Germany,199,34410.786
Contoso Phone System Accessory Handset with Charger M308 White,Germany,584,14356.5208
Adventure Works Desk Lamp E1300 Blue,Germany,1317,95118.114
Contoso DVD 58 DVD Storage Binder M55 Black,Germany,1191,15095.9298
Adventure Works LCD24W X300 White,Germany,1552,1218338
Contoso Touch Screen Phones  - LCD M12 Black,Germany,1410,254836
Fabrikam Refrigerator 3.2CuFt E1600 Orange,Germany,1386,355867.29
Contoso 2G MP3 Player E200 Red,Germany,1115,21635.1414
Contoso Lens Cap Keeper E314 Silver,Germany,1300,8343.197
Fabrikam Refrigerator 9.7CuFt M5600 Silver,Germany,1026,462788.96
Contoso Screen 113in M251 Black,Germany,573,152866.74
Proseware Desk Lamp E0120 Blue,Germany,1227,33766.3408
SV DVD 55DVD Storage Binder M56 Red,Germany,1330,15275.556
SV Car Video AM/FM E1001 Black,Germany,1193,237150.72
The Phone Company PDA Phone Unlocked 3.7 inches M510 Black,Germany,643,137759.16
The Phone Company PDA Phone Unlocked 4.7 inches L550 Silver,Germany,863,232793.68
SV DVD 14-Inch Player Portable L100 Black,Germany,1151,272438.3212
Contoso 4G MP3 Player E400 Orange,Germany,1091,59090.15
SV Keyboard E10 Grey,Germany,1468,57207.92
Contoso Rubberized Skin BlackBerry E100 White,Germany,24440,329618.108
WWI 2GB Pulse Smart pen M100 White,Germany,1170,211203.186
Litware Refrigerator 4.6CuFt E280 Grey,Germany,1108,302089.93
Fabrikam Business Videographer 1/3'' 8.5mm M380 Grey,Germany,993,776528.4
WWI Screen 100in M1609 Black,Germany,1283,222197.4
Contoso Phone for MSN E200 Black,Germany,1151,16706.56
Contoso Expandable Cordless Phone System M008 Grey,Germany,1344,28155.3932
MGS MechWarrior 4: Vengeance X800,Germany,1395,134655.6842
Litware Floor Lamp M2015 Blue,Germany,893,274447.62
WWI Stereo Bluetooth Headphones E1000 Silver,Germany,1215,73576.536
Contoso Washer & Dryer 15.5in E155 Pink,Germany,1161,1048430.52
Contoso Coffee Maker Auto 10C M1000 Black,Germany,651,444207.2054
"Adventure Works 20"" LCD HDTV M120 Black",Germany,1082,346674.468
Fabrikam Laptop19W M9800 Black,Germany,1204,1303360.96
Adventure Works LCD20 M210 Black,Germany,705,166583.62
Contoso USB Wave Multi-media Keyboard E280 Black,Germany,1441,20783.844
Adventure Works LCD19W M100 Black,Germany,946,152966.24
Contoso USB 2.0 Dock Station docking station M800 White,Germany,1176,31762.172
Contoso Screen 113in M251 White,Germany,679,187682.3
Litware 3-Speed Oscillating Blower Fan M115 White,Germany,1200,81448.192
Contoso Private Automatic Branch Exchange M65 Black,Germany,1128,39855.578
Contoso Smart Battery M901 Blue,Germany,210,2178.1
Contoso Coffee Maker 12C M1000 White,Germany,1239,500544.9
Litware Washer & Dryer 27in L420 Blue,Germany,64,160923.36
SV USB Sync Charge Cable E700 Blue,Germany,1141,2079.4306
Contoso 4-Line Corded Cordless Telephone M203 White,Germany,134,3985.192
Fabrikam Microwave 0.9CuFt E0900 Grey,Germany,1547,137780.2206
Contoso Washer & Dryer 27in L270 Silver,Germany,127,313280.76
Contoso ADSL Modem Splitter/Filter X 1 E100 Black,Germany,1094,17642.598
Litware Refrigerator 24.7CuFt X980 Green,Germany,795,2252920.96
The Phone Company Touch Screen Phones 4-Wire/On-wall M302 Gold,Germany,1135,296277.02
Proseware LCD22 M2000 White,Germany,372,212217.96
Cigarette Lighter Adapter for Contoso Phones E110 Red,Germany,25960,586285.392
A. Datum Advanced Digital Camera M300 Orange,Germany,1449,243394.97
WWI Laptop16 M0160 White,Germany,978,524628.16
WWI Floor Lamp X115 Silver,Germany,1408,813125.9348
Contoso Projector 720p M620 White,Germany,1272,818249.4
"Adventure Works 32"" LCD HDTV M130 White",Germany,739,330783.3842
Fabrikam Coffee Maker Auto 10C M100 Grey,Germany,761,517105.3482
WWI Projector 480p DLP12 Black,Germany,1066,483670.72
Contoso 8GB Clock & Radio MP3 Player X850 Blue,Germany,1290,347160.6614
Proseware Color Ink Jet Fax with 5.8 GHz Cordless Handset X250 Grey,Germany,1164,242436.96
Contoso Touch Screen Phones 4-Wire/ Built-in M205 Black,Germany,245,60637.68
Litware Home Theater System 4.1 Channel M410 Silver,Germany,837,452496.58
MGS Empires Collector's 2008 M440,Germany,530,15948.72
Contoso Telephoto Conversion Lens M350 Black,Germany,812,69095.4
SV DVD External DVD Burner M200 Blue,Germany,587,29610.2504
Proseware LCD24W X300 Black,Germany,153,119053
Fabrikam Laptop10.1 M0100 White,Germany,1413,485146.1
Adventure Works Desktop PC2.30 MD230 Brown,Germany,856,460531.232
Contoso Water Heater 4.0GPM M1250 Green,Germany,1037,737987.18
Adventure Works Laptop15 M1501 Red,Germany,1236,786934.2
Contoso Power Inverter - DC to AC power inverter E900 White,Germany,1080,9249.77
Contoso Conversion Lens M550 Black,Germany,211,40036.5
Contoso 512MB MP3 Player E51 Blue,Germany,1027,12126.165
SV USB Sync Charge Cable E700 Silver,Germany,855,1512.0418
Litware Washer & Dryer 15.5in E150 Blue,Germany,1093,986152.86
WWI Projector 720p LCD56 White,Germany,1329,854359.74
Contoso Coffee Maker Super-Auto 12C X1250 Black,Germany,687,1034946
Proseware Slim-Design Fax Machine with Answering System X180 White,Germany,1359,291195.68
MGS Age of Empires Expansion: The Rise of Rome 2009 E181,Germany,1899,55086.72
A. Datum Ultra Compact Digital Camera M190 Pink,Germany,1317,196280.7
Litware 180 CFM Vertical Discharge Fan X450 Red,Germany,226,42649.636
Proseware Duplex Scanner M200 White,Germany,734,101474.96
Contoso Coffee Maker Auto 10C M1000 White,Germany,742,503304.5332
Proseware Wall Lamp E0215 White,Germany,1060,114139.2876
Proseware Fax phone E100 Black,Germany,690,55272.84
Proseware Ink Jet All in one M300 Grey,Germany,1505,230269.26
Contoso Optical Wheel OEM PS/2 Mouse E60 White,Germany,1456,17431.7
Fabrikam Laptop14.1 M4100 White,Germany,1344,716795.2
The Phone Company Touch Screen Phones 5-Wire/Built-in M500 Black,Germany,420,97075.2
Adventure Works Coffee Maker Auto 5C E090 Grey,Germany,1347,198116.72
The Phone Company Smart phones Expert M400 Grey,Germany,1282,355668
A. Datum Point Shoot Digital Camera M500 Black,Germany,1453,257554.44
Proseware Laser Jet Color Printer X300 Grey,Germany,469,89263.9
Proseware Wall Lamp E0215 Silver,Germany,1217,132723.3388
SV 2GB Laptop memory E800 White,Germany,924,46645.5
WWI LCD19W M100 Black,Germany,1051,170955.74
Contoso Wireless Laser Mouse M55 White,Germany,428,26366.6328
Contoso 4GB Flash MP3 Player E401 Blue,Germany,1270,90506.5216
"The Phone Company Touch Screen Phones 26-2.2"" M200 Gold",Germany,1238,257020.4
Contoso Touch Screen Phones - CRT M11 Black,Germany,1400,241232.04
Litware Home Theater System 4.1 Channel M411 Silver,Germany,244,137602.28
MGS MechWarrior 4:Knight2009 E171,Germany,884,25080.32
Contoso 2-Line Corded Cordless Telephone M202 White,Germany,976,25830.09
Contoso Home Theater System 5.1 Channel M1540 Black,Germany,467,230019.78
WWI Stereo Bluetooth Headphones E1000 Green,Germany,1285,77807.908
Fabrikam Refrigerator 4.6CuFt E2800 Brown,Germany,1326,358776.0404
Fabrikam Independent Filmmaker 1'' 25mm X400 Black,Germany,1028,1483296
Contoso Water Heater 4.0GPM M1250 Blue,Germany,1221,889827.54
Litware Refrigerator 1.7CuFt E120 White,Germany,1537,177977.1084
Contoso Desktop Alternative Bundle E200 Black,Germany,1052,10960.88
Fabrikam Trendsetter 1/3'' 8.5mm X200 Grey,Germany,1250,1154526.32
"Adventure Works 37"" 1080p LCD HDTV M150W Brown",Germany,216,216566.0312
The Phone Company Smart phones 320 x 320 M86 Pink,Germany,170,44179.2
"Fabrikam SLR Camera 35"" X358 Silver",Germany,1246,497773.992
Contoso SLR Camera M146 Orange,Germany,1236,366468.2
Contoso 3 Handset Cordless Phone System  E30 Black,Germany,1258,19170.1568
MGS Age of Empires II Gold Edition E122,Germany,2449,145512.29
Contoso Optical USB Mouse M45 Grey,Germany,1494,69487.1324
NT Washer & Dryer 15.5in E1550 White,Germany,943,875292.462
Contoso Washer & Dryer 24in M240 Pink,Germany,1004,1680086.52
Contoso Air conditioner 10000BTU M0490 White,Germany,730,286854.9288
Contoso Telephoto Conversion Lens X400 Silver,Germany,38881,20888569.8
Proseware CRT15 E10 White,Germany,1205,53758.88
Fabrikam Laptop17 M7000 Black,Germany,1232,903815.64
The Phone Company Smart phones 4 GB of Memory M300 Pink,Germany,305,67832.98
Litware Microwave 1.6CuFt M125 Black,Germany,1200,197657.8184
Proseware Projector 720p LCD56 White,Germany,1272,814698.48
WWI Wireless Bluetooth Stereo Headphones M270 White,Germany,318,31772.2
SV 512MB Laptop memory E800 White,Germany,1303,41008.935
SV 16xDVD M310 Black,Germany,840,98349.6
Adventure Works Coffee Maker Auto 10C M100 Silver,Germany,820,567996.786
SV Rechargeable Bluetooth Notebook Mouse E80 Black,Germany,596,32456.9896
Adventure Works Coffee Maker Auto 10C M100 Black,Germany,654,441118.8068
A. Datum Consumer Digital Camera M300 Black,Germany,1361,230016.15
Fabrikam Refrigerator 4.6CuFt E2800 Green,Germany,1367,367685.7434
NT Washer & Dryer 27in L2700 White,Germany,1130,2739809.004
Contoso Microwave 1.5CuFt X0110 White,Germany,329,204283.7544
MGS Zoo Tycoon2009 E170,Germany,2015,58216.96
SV 8xDVD E140 Silver,Germany,1280,76252.44
SV 500GB USB 2.0 Portable External Hard Drive X405 Black,Germany,273,45469.58
Contoso Microwave 0.8CuFt E0080 Red,Germany,1423,121815.176
"Adventure Works 20"" CRT TV E15 Black",Germany,1523,235368.154
Contoso Private Branch Exchange M88 Grey,Germany,819,24171.773
Adventure Works Laptop15.4W M1548 Silver,Germany,1251,860132.92
Contoso 2G MP3 Player E200 Black,Germany,1517,30006.027
Adventure Works Desk Lamp E1300 Silver,Germany,1299,94627.221
Adventure Works Coffee Maker 12C M100 Grey,Germany,1181,474806.1
Contoso USB Wave Multi-Media Keyboard E280 Grey,Germany,1246,17900.22
Proseware Screen 85in E1010 Black,Germany,1479,184728.22
SV PCI Network Adapter E905 Silver,Germany,1215,47144.6924
Litware Home Theater System 4.1 Channel M413 Brown,Germany,660,319364.28
WWI Screen 113in M1610 Black,Germany,610,167176.88
"A. Datum SLR Camera 35"" M358 Silver",Germany,1010,317544.24
WWI Floor Lamp M215 Black,Germany,474,143274.96
SV Car Video LCD7 M7001 Brown,Germany,1400,422988.72
MGS MechWarrior 4 Mach Packs X100,Germany,1239,120503.86
Contoso Phone with 13-Number Memory (210) M301 Black,Germany,1162,17885.0332
WWI 2GB Pulse Smart pen M100 Black,Germany,1217,222500.361
Proseware High Speed Laser M2000 Black,Germany,1526,289205.84
Contoso DVD Movies E100 Yellow,Germany,1587,18489.7062
Contoso Water Heater 1.5GPM E0800 White,Germany,1158,267233.5
"Adventure Works 20"" Analog CRT TV E45 Brown",Germany,1017,183536
Proseware Desk Lamp E0120 Silver,Germany,1032,28521.0898
Contoso USB Optical Mouse E200 White,Germany,1260,17622.88
SV Car Video TFT7 M7002 Silver,Germany,1324,382889.32
The Phone Company PDA GPS Phone 3.5 inch M910 Silver,Germany,1123,273376.08
Contoso Coffee Maker 5C E0900 Silver,Germany,1436,196358.16
Contoso Rubberized Skin BlackBerry E100 Silver,Germany,22000,299230.38
Adventure Works LCD17 E200 Black,Germany,1452,132131.34
Contoso SLR Camera M144 Gold,Germany,1009,308235.44
Contoso Projector 720p M621 Silver,Germany,1299,1179239.58
WWI 2GB Spy Video Recorder Pen M300 White,Germany,273,43240.9
Contoso Water Heater 7.2GPM X1800 Grey,Germany,1134,1528454
Contoso DVD 9-Inch Player Portable M300 Black,Germany,1226,177051.3336
Contoso Touch Stylus Pen E150 Black,Germany,18080,164115.72
WWI 2GB Spy Video Recorder Pen M300 Black,Germany,185,29651.42
Litware Wall Lamp E3015 Black,Germany,1652,154696.3922
Fabrikam SLR Camera X150 Green,Germany,1394,601739.76
Contoso Optical USB Mouse M45 Black,Germany,801,37658.1546
Headphone Adapter for Contoso Phone E130 Black,Germany,24560,225646.128
The Phone Company PDA Palm 3.5 inch M810 White,Germany,1251,320079.2
Contoso Phone with Memory Dialing-2 lines E90 Grey,Germany,744,10755.84
WWI LCD22W M2003 White,Germany,660,410360.44
Adventure Works Wall Lamp E3150 Black,Germany,1332,123783.2232
Adventure Works Desktop PC1.80 ED182 Black,Germany,2799,1285672.814
Contoso ADSL Modem Splitter/Filter X 2 E200 White,Germany,294,5866.98
Contoso DVD 9-Inch Player Portable M300 Silver,Germany,1235,180452.721
Litware Refrigerator 4.6CuFt E280 Green,Germany,1207,331758.941
The Phone Company Smart phones 8 GB of Memory M400 Gold,Germany,862,209507.96
Fabrikam Laptop15.4 M5400 White,Germany,1369,814273.58
WWI LCD17 E205 White,Germany,1531,139112.82
Contoso Education Supplies Bundle E200 Grey,Germany,968,11735.28
WWI Laptop15 M0150 White,Germany,1231,780629.22
SV Car Video TFT6.2W E6281 Black,Germany,992,234047.94
Fabrikam Microwave 1.0CuFt E1100 Red,Germany,1245,159815.3838
"Fabrikam SLR Camera 35"" M358 Orange",Germany,1520,452948.32
Contoso DVD Player M100 Black,Germany,388,20074.1576
